key_id,mid,uname,sex,birthday,fans,friend,attention,sign,cur_level,pid,p_name,nid,n_name,n_level,n_condition,official_role,official_title,official_desc,official_type,official_veri_type,official_veri_desc,vip_type,vip_status,archive_count,article_count,follower,like_num
3926,211005705,网易第五人格手游,保密,,2494960,636,636,修仙官方，我秃了也变强了,6,4205,第五人格,39,直播车神,稀有勋章,直播主播等级>=30级,3,第五人格 官方账号,,1,1,第五人格 官方账号,2,1,1253,0,2494960,41377738
3927,17367640,尸菌菌qwq,女,,1020348,743,743,"【一周穿搭系列】在每周五更新嗷~
171cm  /  42kg
合作/漫展:1060231566本人
无公司，不签约，无团队，没有经纪人！
",6,0,,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,1,bilibili 知名UP主,,0,0,bilibili 知名UP主,2,1,117,0,1020348,10445876
3928,3546390330346059,黑虎阿皓,男,,4521,18,18,不会“乌鸦坐飞机”【职业动捕演员-所属公司“成都大眼怪科技”】商务VX：quanquan-112,2,0,,0,,,,0,,,-1,-1,,2,1,3,0,4521,54195
3929,3546385651599901,黑梅卷卷,女,,2506,6,6,每天都能在动捕服上找到很多头发【职业动捕演员-所属公司“成都大眼怪科技”】商务VX：quanquan-112,2,0,,0,,,,0,,,-1,-1,,2,1,3,0,2506,9633
3930,1415744159,泡姆泡姆,保密,,155158,6,6,带上彩虹的颜色，完成冒险的约定。 ,5,0,,0,,,,3,泡姆泡姆官方账号,,1,1,泡姆泡姆官方账号,2,1,2,0,155158,164477
3931,598504181,鹰角网络,保密,,499971,8,8,,6,0,,0,,,,3,上海鹰角网络科技有限公司,,1,1,上海鹰角网络科技有限公司,2,1,7,0,499971,907608
3932,1034877260,mobiusP,保密,,154325,1,1,"我在日本用MMD制作THE iDOLM@STER的3DCG实拍视频。
我们还利用光学运动捕捉系统进行各种活动。",6,0,,0,,,,0,,,-1,-1,,0,0,31,0,154325,1366210
3933,32472953,少女前线制作组,保密,,814183,9,9,少女前线制作组云母组官方B站账户。不做客服，游戏问题请联系qq客服：1195200433,6,0,,0,,,,3,少女前线手游官方账号,,1,1,少女前线手游官方账号,2,1,102,0,814183,1179848
3934,697654195,少女前线2-追放制作组,保密,,847830,7,7,散爆全新3D角色扮演策略游戏《少女前线2：追放》,6,0,,4,青铜殿堂,普通勋章,单个自制视频总播放数>=1万,3,少女前线2：追放 手游官方账号,,1,1,少女前线2：追放 手游官方账号,2,1,63,0,847830,1612894
3935,312679910,浅葱喵asagiinyo,女,,503644,2,2,官方微博/QQ音乐：浅葱喵asagiinyo；商务垂询请联系：info@othellooo.com,6,0,,0,,,,1,bilibili 知名UP主,,0,0,bilibili 知名UP主,1,0,469,0,503644,2901865
3936,7996780,黑糖梅,女,,85363,885,885,"这是我的罪孽与福祉 
微博@少糖雪梅

接各种编舞/线上线下活动(˵¯͒〰¯͒˵)
 @黑糖啵啵梅子酒  也是我！！！发韩舞较多！",6,0,,0,,,,7,BDF宅舞大赛单双组别全国总冠军,,0,0,BDF宅舞大赛单双组别全国总冠军,2,1,152,0,85363,646044
3937,51189068,子蔡cai,女,,321088,4,4,"教练  健身8年  
健身房是大人的游乐场
视频内容均为原创，禁止抄袭搬运
邮箱：ell21@qq.com",6,0,,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,1,bilibili 知名运动UP主,,0,0,bilibili 知名运动UP主,0,0,132,0,321088,1112554
3938,4191359,查理蹦蹦,男,,464184,18,18,"我穿梭在舞蹈区和搞笑区里哈哈哈哈哈哈哈哈
微博：查理蹦蹦
合作联系：CHAOHUI_02",6,0,,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,2,查理蹦蹦官方账号，搞笑类视频自媒体,,0,0,查理蹦蹦官方账号，搞笑类视频自媒体,2,1,114,0,464184,7954366
3939,1020040160,永琪吗,男,,1709762,137,137,"哟！你好像发现我了～ 
微博：永琪吗
商v：LWY54726",6,0,,0,,,,1,bilibili 知名搞笑UP主,,0,0,bilibili 知名搞笑UP主,2,1,119,0,1709762,23065885
3940,1567141152,燕云十六声官方,保密,,121074,1,1,国产开放世界破阵之作,6,0,,0,,,,3,燕云十六声官方账号,,1,1,燕云十六声官方账号,2,1,2,0,121074,285965
3941,303959698,网易明日之后,女,,351143,98,98,网易《明日之后》手游官方账号,6,0,,0,,,,3,明日之后手游官方账号,,1,1,明日之后手游官方账号,0,0,71,0,351143,967870
3942,1306451842,网易蛋仔派对,保密,,2162658,65,65,"咔咔~欢迎各位光临蛋仔岛！加入奇妙""圆""宇宙，共同创造欢乐~ (*╹▽╹*)",6,0,,0,,,,3,蛋仔派对 手游官方账号,,1,1,蛋仔派对 手游官方账号,0,0,505,0,2162658,2755060
3943,385948469,动捕演员kyle,保密,,14732,36,36,"资深动作捕捉演员，武术指导，影视演员，舞台剧演员。
合作➕v：505466119",5,0,,0,,,,0,,,-1,-1,,2,1,12,0,14732,109890
3944,487451378,我是玻蒂泥er,保密,,177517,39,39,"我的梦想是，成为国内Top动捕大佬……

有什么动捕相关的问题都可以来问我哟
期待每一次新的挑战",6,0,,0,,,,1,bilibili 知名UP主,个人动捕演员,0,0,bilibili 知名UP主,0,0,56,0,177517,1261540
3945,3493142030453463,猫和老鼠动画师John,保密,,1133746,11,11,"传奇动画师，美术教育家 John Pomeroy
《猫和老鼠》动画师、故事板艺术家
兔八哥、辛普森、跳跳虎、小叮当、史瑞克等动画师",6,0,,0,,,,2,《猫和老鼠》动画师JohnPomeroy,代表作《猫和老鼠》、《辛普森一家》、《跳跳虎》等经典动画,0,0,《猫和老鼠》动画师JohnPomeroy,0,0,63,0,1133746,3591806
3946,395834987,橘猫叫狗子,女,,114198,16,16,"狗子6岁
一只聪明的m土匪猫
每周四直播哦，其他时间随缘啦


",6,0,,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,1,bilibili 知名萌宠UP主,,0,0,bilibili 知名萌宠UP主,1,1,318,0,114198,3186659
3947,1813797500,-三三三元,男,,423117,98,98,99年工人的舞蹈日常，舞龄8年啦，直男！直男！直男！尽力更新欢迎入股，买基金不如买我！某书同名,6,0,,0,,,,1,bilibili 知名舞蹈UP主,,0,0,bilibili 知名舞蹈UP主,2,1,134,0,423117,6584308
3948,630327749,酸梨大王,女,,878165,295,295,"阿酸&梨大王     北京舞蹈学院19级研究生  
商单微信：SusanAndEllen
欢迎你成为我们的老粉鸭ヾ(✿ﾟ▽ﾟ)ノ",6,0,,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,1,bilibili 2022百大UP主、知名UP主,,0,0,bilibili 2022百大UP主、知名UP主,2,1,100,0,878165,11818711
3949,154326864,喂喂喂韦蚕蚕,女,,408321,15,15,"我好神秘 我不知名
商务合作 v：DuMan999_",6,0,,3,白银殿堂,高级勋章,单个自制视频总播放数>=10万,1,bilibili 知名UP主,,0,0,bilibili 知名UP主,2,1,177,0,408321,5376026
3950,1612958134,冯牡丹无Emoji版,女,,757335,45,45,"人很老实 不太会开玩笑

欢迎品尝我做的电子榨菜！",6,0,,60,有爱萌新,普通勋章,当前持有粉丝勋章最高等级>=5级,0,,,-1,-1,,2,1,126,0,757335,8488548
3951,410964,胖雪人Ozu,男,,1468074,906,906,配音演员、声音工作者。个人合作：OzuSnow；商务合作：liyiwind,6,0,,0,,,,1,bilibili 知名UP主，《我是特优声》声音演员,,0,0,bilibili 知名UP主，《我是特优声》声音演员,2,1,200,0,1468074,8021325
3952,422292755,bobo最洋气,女,,847721,23,23,全平台同名仿妆博主，谢谢您的关注。,6,0,,0,,,,2,bobo最洋气官方账号,,0,0,bobo最洋气官方账号,1,1,17,0,847721,3406016
3953,173497122,牛皮纸杯,男,,30869,10,10,一起看看过去那些年的光芒~合作联系V：zhibei390（不是本人，合作请注明来意）,6,0,,0,,,,0,,,-1,-1,,2,1,11,0,30869,330186
3954,20094989,废李小柴,女,,160270,148,148,非著名电影、电视剧观众 。粉丝群：783408172,6,0,,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,1,bilibili 知名影视UP主,,0,0,bilibili 知名影视UP主,2,1,27,0,160270,600825
3955,1092440535,孙彦军,男,,228753,16,16,做了一回演员，演了一部三国，办了一次学…功不成，名不就…退休了……,6,0,,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,9,国家一级演员,《三国演义》刘备扮演者,0,1,国家一级演员,2,1,24,0,228753,972923
3956,1517342675,15开抓宝宝,保密,,1,6,6,,4,0,,0,,,,0,,,-1,-1,,0,0,6,0,1,4
3957,1748204829,齐哥净化论,保密,,8441,29,29,一个水的不能再纯的净水博主，除了会拆还会装，除了会编还会造，深入行业泥潭，“剥”开净水迷雾。,4,0,,0,,,,0,,,-1,-1,,2,1,247,0,8441,190783
3958,77557766,次级英雄娄不凡,男,,877282,101,101,五毛特效  八毛创意,6,0,,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,1,bilibili 知名搞笑UP主,,0,0,bilibili 知名搞笑UP主,1,0,76,0,877282,9319326
3959,1831744377,神笔靳强,男,,167064,362,362,二维与三维的互动，个人V:shenbijinqiang,6,0,,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,1,bilibili 知名UP主,,0,0,bilibili 知名UP主,1,0,22,0,167064,1413200
3960,89146664,是布做的心,男,,5,242,242,,6,0,,62,有爱大佬,普通勋章,当前持有粉丝勋章最高等级>=15级,0,,,-1,-1,,2,1,0,0,5,1
3961,385137802,鸿蒙伊始梦玄机,保密,,4,32,32,,5,0,,61,有爱楷模,普通勋章,当前持有粉丝勋章最高等级>=10级,0,,,-1,-1,,1,1,11,0,4,22
3962,123195756,XKC-青剑,保密,,2,406,406,,5,0,,0,,,,0,,,-1,-1,,2,1,0,0,2,0
3963,8343194,猫喝酸奶我喝奶盖,男,,2012,1522,1522,看什么看，再看我也不会喜欢你的，除非你关注我  崩坏3群：90080213 小号@nin想叫奶盖就叫奶盖吧,6,0,,58,收集达人,普通勋章,同时拥有粉丝勋章>=15个,0,,,-1,-1,,2,1,109,0,2012,8687
3964,507757037,空慧1980,保密,,1,92,92,,4,0,,0,,,,0,,,-1,-1,,2,1,0,0,1,0
3965,513722566,汪品先院士,男,,1716341,10,10,海洋地质学家，中科院院士，同济大学海洋与地球科学学院教授，汪品先官方账号。,6,0,,0,,,,2,bilibili 2021百大UP主、中国科学院院士,同济大学海洋与地球科学学院教授，海洋地质学家,0,0,bilibili 2021百大UP主、中国科学院院士,1,0,111,0,1716341,5143475
3966,32247345,小师的世界,保密,,28491,92,92,不再放磁带了，会分享一些有趣的DIY作品，希望大家多多支持！,6,0,,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,0,,,-1,-1,,0,0,174,0,28491,74868
3967,212534888,x不在乎你的感受,保密,,7,87,87,,5,0,,0,,,,0,,,-1,-1,,2,1,15,0,7,191
3968,39162767,利可君HK哦,保密,,6,186,186,,6,0,,0,,,,0,,,-1,-1,,1,0,2,0,6,7
3969,20286666,DADEPING,男,,5,711,711,┻┳|･ω･)？,6,0,,74,大会员2018年度勋章,稀有勋章,2018.6.26-7.8某一天是年度大会员,0,,,-1,-1,,2,1,2,0,5,3
3970,23192284,沃德发克厚礼屑,保密,,7,81,81,❕该账号因发布违规图片封禁中,6,1758,至尊戒,60,有爱萌新,普通勋章,当前持有粉丝勋章最高等级>=5级,0,,,-1,-1,,2,1,0,0,7,0
3971,8426819,GTy独行,男,,7,322,322,,6,0,,61,有爱楷模,普通勋章,当前持有粉丝勋章最高等级>=10级,0,,,-1,-1,,1,0,0,0,7,40
3972,20552947,手握一束光,保密,,7,383,383,正在输入中...,6,0,,57,收集萌新,普通勋章,同时拥有粉丝勋章>=5个,0,,,-1,-1,,1,0,0,0,7,22
3973,1860725562,靓仔二手数码店,保密,,3659,2,2,靓仔修机工作室二手业务账号，➕关注，分享更多二手数码故事,3,0,,0,,,,0,,,-1,-1,,0,0,3,0,3659,5146
3974,343351658,南光宏,保密,,9,1764,1764,,5,0,,0,,,,0,,,-1,-1,,2,1,0,0,9,13
3975,1842132179,爱上晶体管,保密,,67609,12,12,每天分享手工DIY视频！,5,0,,0,,,,0,,,-1,-1,,0,0,1065,0,67609,201760
3976,457622516,小爱ukulele,女,,2215,27,27,"Haloha!❀
我是小爱❀一名很喜欢ukulele的民乐系女生❀蟹蟹你们的关注❀",3,0,,0,,,,0,,,-1,-1,,1,0,44,0,2215,4473
3977,11817090,愚生Daft_54,男,,49,583,583,逐日未妨为志士，移山一任笑愚公,6,0,,0,,,,0,,,-1,-1,,1,1,1,0,49,83
3978,106833655,人生难得机智兔,男,,17,52,52,学习使我快乐～～,6,0,,60,有爱萌新,普通勋章,当前持有粉丝勋章最高等级>=5级,0,,,-1,-1,,2,1,6,0,17,797
3979,328669635,吃饱就忘挖井人,保密,,2,101,101,,6,303,喂，看见耳朵啦,0,,,,0,,,-1,-1,,2,1,0,0,2,5
3980,41835034,kyleduo,男,,19,841,841,,5,0,,62,有爱大佬,普通勋章,当前持有粉丝勋章最高等级>=15级,0,,,-1,-1,,2,1,9,0,19,150
3981,326088257,氤氲wxy,保密,,12,2429,2429,,5,0,,0,,,,0,,,-1,-1,,1,0,1,0,12,2
3982,37793603,I乂shy,男,,4,125,125,自动化  必死！！！！！,6,0,,0,,,,0,,,-1,-1,,1,0,1,0,4,2
3983,174486322,IATOPITS,保密,,46,54,54,个人博客地址：cryzy.cn,6,0,,62,有爱大佬,普通勋章,当前持有粉丝勋章最高等级>=15级,0,,,-1,-1,,2,1,13,0,46,272
3984,395135643,Milk缪客,保密,,726249,476,476,奥特曼同人动画《儿童迪迦》原创者，业余动画爱好者一枚～其他平台均无账号，谨防上当受骗~ 喜欢请点个关注,6,0,,62,有爱大佬,普通勋章,当前持有粉丝勋章最高等级>=15级,1,bilibili 2022百大UP主、知名动漫UP主,,0,0,bilibili 2022百大UP主、知名动漫UP主,2,1,72,0,726249,6377757
3985,7836455,辛德瑞拉熊熊熊,女,,32833,49,49,全平台同名 商务v：xxxshangwu,6,0,,0,,,,0,,,-1,-1,,0,0,85,0,32833,413015
3986,958121,霖零龗,保密,,4,432,432,,5,0,,0,,,,0,,,-1,-1,,1,0,0,0,4,0
3987,339875283,wo可可是Man,男,,6,696,696,,5,293,凹凸世界,0,,,,0,,,-1,-1,,2,1,0,0,6,8
3988,26176711,呼吁大家抵制曰苯,保密,,152,321,321,曰苯应当立即纠正向全世界转嫁盒屋燃风险的极端自私自利行为。呼吁大家持续关注此事，并为此事发声。,6,0,,0,,,,0,,,-1,-1,,2,1,1,0,152,29
3989,231943772,德德德德古拉,保密,,2,37,37,,5,0,,0,,,,0,,,-1,-1,,1,0,0,0,2,0
3990,628092349,雅苑工程部,保密,,1,24,24,,4,0,,0,,,,0,,,-1,-1,,2,1,0,0,1,2
3991,29126359,GZHhaha,保密,,329934,46,46,世界猪名视觉艺术家【专心制作新片中，不接商务，不聊合作，感谢】,6,0,,0,,,,1,bilibili 知名UP主,,0,0,bilibili 知名UP主,2,1,7,0,329934,1379541
3992,135136555,北方卷地白草折,保密,,3,137,137,,5,0,,0,,,,0,,,-1,-1,,2,1,0,0,3,5
3993,314025696,开拓之后的守护,男,,3,152,152,没有什么大目标，只是一个随波逐流而变化的普通人,5,0,,0,,,,0,,,-1,-1,,2,1,0,0,3,4
3994,1525947108,种草植树,男,,2,1,1,此账号绑定的手机号已不是本人且未成功换绑，有事联系vx18766827632,3,0,,0,,,,0,,,-1,-1,,0,0,0,0,2,0
3995,17773619,银翼山巅,男,,5,222,222,,4,0,,60,有爱萌新,普通勋章,当前持有粉丝勋章最高等级>=5级,0,,,-1,-1,,2,1,0,0,5,0
3996,645456648,满意君UP,保密,,305345,104,104,咕咕~,6,0,,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,1,bilibili 知名动漫UP主,,0,0,bilibili 知名动漫UP主,1,0,50,0,305345,1932637
3997,486201693,Grizz是大大,女,,521,133,133,一个不定期更新的小up猪,5,0,,0,,,,0,,,-1,-1,,1,0,47,0,521,7643
3998,1815938,神戳戳的苏神,男,,916975,51,51,微博：神戳戳的苏神  商务合作微信：annieforever508（非本人）,6,0,,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,1,bilibili 知名游戏UP主,,0,0,bilibili 知名游戏UP主,2,1,1050,0,916975,7842455
3999,1243455344,爱修汇,男,,615138,16,16,"手机数码类目达人，深耕手机行业17年
【维修】专业维修团队30人
【手机】专业二手手机类目
【评测】新款机型拆解评测
联系微信公众号【爱修汇",6,0,,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,1,bilibili 知名科技UP主,,0,0,bilibili 知名科技UP主,1,0,272,0,615138,4785665
4000,519861250,seiwen,保密,,54605,58,58,哔哩哔哩非著名油管搬运工，野生字幕君,6,0,,6,高级搬运工,高级勋章,转载视频投稿通过总数>=100,0,,,-1,-1,,2,1,1889,0,54605,164888
4001,15435891,S丶T丶i丶L丶L,男,,2,371,371,,5,0,,0,,,,0,,,-1,-1,,2,1,0,0,2,0
4002,1884350765,简约休闲真自我,男,,5292,31,31,需要流量卡，关注公众号:图版文化,5,0,,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,0,,,-1,-1,,0,0,166,0,5292,1219437
4003,334215825,果汁联盟,保密,,83287,67,67,2023祝大家行好运,6,0,,59,大收藏家,普通勋章,同时拥有粉丝勋章>=25个,0,,,-1,-1,,1,0,397,0,83287,6462505
4004,92668890,Corvettine,男,,18,510,510,永远相信美好的事情即将发生.,6,2961,星座系列：天蝎座,58,收集达人,普通勋章,同时拥有粉丝勋章>=15个,0,,,-1,-1,,2,1,5,0,18,117
4005,23869073,崇尚你的阳光,男,,5,625,625,,6,0,,74,大会员2018年度勋章,稀有勋章,2018.6.26-7.8某一天是年度大会员,0,,,-1,-1,,2,1,23,0,5,23
4006,10681035,遍地是赤旗,男,,22,1095,1095,,6,4757,出游季,74,大会员2018年度勋章,稀有勋章,2018.6.26-7.8某一天是年度大会员,0,,,-1,-1,,2,1,3,0,22,40
4007,43681025,神一样的鬼神,保密,,12,255,255,,5,1758,至尊戒,0,,,,0,,,-1,-1,,2,1,16,0,12,41
4008,284548556,文小妖wy,女,,10,246,246,上善若水，水善利万物而不争。,5,0,,0,,,,0,,,-1,-1,,2,1,4,0,10,22
4009,108419059,zenghongch,保密,,10,462,462,,5,0,,0,,,,0,,,-1,-1,,2,1,0,0,10,4
4010,514201249,牙牙吉他,保密,,70581,2,2,学音乐永远不迟！一起快乐地弹吉他,6,0,,0,,,,0,,,-1,-1,,1,0,94,0,70581,210221
4011,1551676824,伦敦小Max,保密,,122357,71,71,"英国混血小Max和中国妈妈, 分享海外生活日常。商务合作请+1093355292@qq.com或+VX: londonxiaomax",5,460,异常生物,0,,,,1,bilibili 知名UP主,,0,0,bilibili 知名UP主,2,1,163,0,122357,238446
4012,34711405,听AiSiMiRi读文献,男,,43,834,834,越听越困,6,0,,0,,,,0,,,-1,-1,,1,0,1,0,43,35
4013,255481616,阳哥阳哥阳哥哥,保密,,30,24,24,这个人很呆，不知道写什么……,5,0,,60,有爱萌新,普通勋章,当前持有粉丝勋章最高等级>=5级,0,,,-1,-1,,0,0,0,0,30,1
4014,244320067,爱哭的气泡,男,,2,279,279,,5,0,,0,,,,0,,,-1,-1,,1,1,4,0,2,20
4015,43217719,Mr-喵,保密,,3,436,436,,6,0,,74,大会员2018年度勋章,稀有勋章,2018.6.26-7.8某一天是年度大会员,0,,,-1,-1,,2,1,0,0,3,15
4016,332758490,中二的三稽管,男,,1158,1370,1370,"佛系up，佛系更新，电气区up(大概吧。
塔厨(纯单推。我的世界因为有你的出现，才有了颜色，如果可以，我愿意一直陪你走下去，哪怕是牺牲",6,0,,0,,,,0,,,-1,-1,,1,0,50,0,1158,44061
4017,14050325,咱是什么鬼,保密,,2,595,595,,6,0,,0,,,,0,,,-1,-1,,1,0,0,0,2,10
4018,175440115,张-德雷希-拿缸,保密,,1,50,50,,5,0,,0,,,,0,,,-1,-1,,1,0,0,0,1,7
4019,93460907,浪浪jj,保密,,15,41,41,,5,0,,0,,,,0,,,-1,-1,,2,1,24,0,15,64
4020,333979,夏亚_L_阿兹纳布尔,保密,,43,1205,1205,,6,0,,0,,,,0,,,-1,-1,,2,1,2,0,43,61
4021,114104072,七弦古琴网,保密,,36053,107,107,传承古琴艺术，弘扬传统文化,5,0,,4,青铜殿堂,普通勋章,单个自制视频总播放数>=1万,0,,,-1,-1,,2,1,395,0,36053,51495
4022,340632388,天神永恒hb,男,,63,295,295,宠辱不惊，看庭前花开花落;去留无意，望天上云卷云舒,6,4005,星座系列：双鱼座,0,,,,0,,,-1,-1,,0,0,0,0,63,185
4023,1933178652,小丙摩托车坪中心,保密,,11,2956,2956,骑干网官方频道,5,0,,0,,,,0,,,-1,-1,,1,1,9,0,11,1290
4024,520814591,谈三圈,男,,295679,103,103,芯片大厂工程师/  执证健身教练/ 慕尼黑工大食堂黑子/  微博同名/ 合作咨询+：tan3quan 粉丝群+：icer322,6,0,,3,白银殿堂,高级勋章,单个自制视频总播放数>=10万,1,bilibili 知名UP主,,0,0,bilibili 知名UP主,2,1,57,0,295679,629040
4025,19915956,窝笼蒸鸭,男,,43,243,243,,6,0,,0,,,,0,,,-1,-1,,1,0,3,0,43,2118
4026,273459,梓喵同学丶,男,,119337,348,348,商务合作/视频投稿/看号测伤/账号托管/回归指导/角色打造+QQ：915411384，感谢关注！交流群64045584,6,0,,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,1,bilibili 知名游戏UP主,,0,0,bilibili 知名游戏UP主,2,1,1218,0,119337,754852
4027,33878413,睿哥有点小食力,女,,160477,141,141,"报菜名表演艺术家
八顿将军
美食大V苏轼死忠粉
互联网饭搭子睿哥喊你开心干饭啦
全网同名账号【睿哥有点小食力】
尊重食物，拒绝浪费",6,0,,0,,,,1,bilibili 知名美食UP主,你颇有食力的互联网饭搭子,0,0,bilibili 知名美食UP主,2,1,56,0,160477,762874
4028,1676956,可达Miyo,女,,1422,13,13,"我是疯P
我是宇宙大垃圾",5,0,,0,,,,0,,,-1,-1,,1,1,14,0,1422,26844
4029,14100618,老娘们的偶像,男,,276083,78,78,综艺爱好者，点我投稿翻你喜欢看的吧 网页端有分类频道 都是合集 关注支持,6,0,,36,终身卡,稀有勋章,直播用户等级>=40级,1,bilibili 知名UP主,,0,0,bilibili 知名UP主,1,0,714,0,276083,395648
4030,1569685991,船长电影解说,男,,480274,7,7,"你只管听我给你讲故事就完事了~嘿嘿...
V：JLK555666",6,0,,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,1,bilibili 知名影视UP主,,0,0,bilibili 知名影视UP主,0,0,745,0,480274,13541589
4031,1064310455,阿木讲电影v,男,,26639,12,12,谢谢大家支持！,6,0,,0,,,,0,,,-1,-1,,0,0,208,0,26639,224602
4032,323588182,毒舌电影,保密,,766860,31,31,爱影视的人，一直都在,6,0,,3,白银殿堂,高级勋章,单个自制视频总播放数>=10万,1,bilibili 知名影视UP主,,0,0,bilibili 知名影视UP主,1,0,149,0,766860,3855714
4033,258819429,鸟山学长,男,,842980,559,559,纯分享主观经验，不想把别人带跑，自己酌情参考！谁也代表不了，说的不一定对！别轻信！公众号：枯藤看天下&鸟山学长。全网同名，商务合作请私信,6,0,,10,见习偶像,普通勋章,所有自制视频总播放数>=10万,7,校园领域优质UP主、知识领域优质UP主,,0,0,校园领域优质UP主、知识领域优质UP主,2,1,750,0,842980,2574894
4034,1002990082,杭杭头不大,男,,265400,6,6,"哥哥姐姐们
希望我的舞可以给你们带来快乐
这就够了",6,0,,0,,,,0,,,-1,-1,,0,0,94,0,265400,3692670
4035,521368229,程橙子学姐,女,,39792,110,110,双非跨专业考研，考研417分，初复试第一，英一83分，笔记都在公主号【程橙子学姐】下载哟~,6,0,,0,,,,0,,,-1,-1,,0,0,46,0,39792,156766
4036,1622619102,瓦妮妲,保密,,2708,35,35,接到通知：版权问题，一诺倾情国语画质重制版无法再做,4,0,,0,,,,0,,,-1,-1,,2,1,55,0,2708,10322
4037,1540771251,90婚介所官方账号,保密,,549781,14,14,每周五12点，每周日20点会员加更,6,0,,0,,,,3,《90婚介所》官方账号,,1,1,《90婚介所》官方账号,2,1,1539,0,549781,2579169
4038,1877188193,刘逸云Amber,保密,,185378,2,2,,6,0,,0,,,,2,歌手 音乐人,,0,0,歌手 音乐人,2,1,42,0,185378,728327
4039,501957578,刘琦老师,保密,,92354,9,9,考研、四六级英语教师（每日更新长难句，每周固定更新新视频，记得点点关注哦）粉丝福利加助教微信：maizi211985,5,0,,10,见习偶像,普通勋章,所有自制视频总播放数>=10万,0,,,-1,-1,,1,0,737,0,92354,49915
4040,350572124,GoodyGoody_,保密,,7314,106,106,小小fans一枚，主搬宋智雅zia油管。,4,0,,0,,,,0,,,-1,-1,,1,0,45,0,7314,11656
4041,2021254363,人大刘海龙,男,,79867,3,3,中国人民大学新闻学院传播系主任、教授、博士生导师,6,0,,0,,,,9,中国人民大学新闻学院教授刘海龙,,0,1,中国人民大学新闻学院教授刘海龙,0,0,34,0,79867,76203
4042,97381133,棠彬,男,,4409,71,71,微博: @棠彬,4,0,,0,,,,0,,,-1,-1,,0,0,26,0,4409,5576
4043,35726638,云东yundong_,男,,3361,40,40,,4,0,,0,,,,0,,,-1,-1,,2,1,15,0,3361,5797
4044,526394261,橙啦石雷鹏老师,男,,586646,37,37,考研英语、四六级主讲老师，考研四六级课程在主页-商品橱窗,6,0,,10,见习偶像,普通勋章,所有自制视频总播放数>=10万,0,,,-1,-1,,1,0,113,0,586646,981152
4045,496647754,雅思物语,保密,,86545,28,28,每天都要学英语丫。,5,0,,7,见习搬运工,普通勋章,转载视频投稿通过总数>=10,0,,,-1,-1,,2,1,48,0,86545,72197
4046,521653784,湘潭大学研究生,女,,3378,160,160,"湘潭大学研究生会、研究生团委官方账号。
如需投稿，请联系后台！",4,0,,0,,,,6,湘潭大学党委研究生工作部官方账号,,1,1,湘潭大学党委研究生工作部官方账号,2,1,105,0,3378,4978
4047,335470180,Amiramor,保密,,164649,18,18,北京交通大学毕业| ??polyu在读｜全英创意vlog分享 | amiramor@163.com,5,0,,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,0,,,-1,-1,,1,0,62,0,164649,305440
4048,384352851,张小只ya,女,,453118,94,94,"各大平台同名：张小只ya
商务合作：2987159131@qq.com
粉丝群：760969351",6,0,,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,1,bilibili 知名音乐UP主,,0,0,bilibili 知名音乐UP主,1,0,95,0,453118,2902528
4049,613152229,苏一说了,男,,485118,35,35,跟着老苏干，时间省一半！资料在公主号：苏一说了,6,0,,8,知名偶像,稀有勋章,所有自制视频总播放数>=100万,1,bilibili 知名UP主,,0,0,bilibili 知名UP主,2,1,148,0,485118,454327
4050,96483112,0011LLYY,保密,,392069,8,8,"女主：00 男主：11磕糖的路上连风都是甜的！
原创剧情 搬运必究
商务合作V：Wangmmya13",6,0,,0,,,,1,bilibili 知名UP主,0,0,0,bilibili 知名UP主,2,1,121,0,392069,2981112
4051,429711841,综艺哔哔机,保密,,789786,47,47, ↑ 【关注哔哔机】 你想看的B站综艺，都在这里！,6,0,,1,黄金殿堂,稀有勋章,单个自制视频总播放数>=100万,3,综艺官方账号,,1,1,综艺官方账号,2,1,13120,0,789786,28939977
4052,499152967,白一纯,女,,122310,6,6,"原id久岸纯，继续叫我纯纯就行啦
其他平台同名
合作：jiuanchun（请注明来意）",6,0,,0,,,,0,,,-1,-1,,1,0,42,0,122310,1387466
4053,166326710,张津铭,男,,364625,96,96,"我是外星人
商务 OSTSW005
编导摄影后期投递：ZhangJinmingOfficial",6,0,,0,,,,1,bilibili 知名UP主,,0,0,bilibili 知名UP主,2,1,69,0,364625,6791022
